Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7),objective_function
   210,  5.7765e+02,  1.2365449874368754e-01, -1.1335725023455233e-01,  1.8001060293881230e-01,  1.5841198182237802e-02,  1.4346529346586226e-01,  1.0258882974650819e-01,  2.1748032252955041e-01,  1.2688598838415312e-02,  2.6889533643801618e-04
   211,  5.8508e+02,  1.2365450680852073e-01, -1.1335124261390470e-01,  1.8002485359312390e-01,  1.5828615471286580e-02,  1.4346675804518400e-01,  1.0258777363181143e-01,  2.1746083300343702e-01,  1.2677527255900021e-02,  2.6889939694180827e-04
   212,  5.9204e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889523944601993e-04
   213,  6.0786e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889523944601993e-04
   214,  6.0786e+02,  1.2365473099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889523943379886e-04
   215,  6.0787e+02,  1.2365463099813044e-01, -1.1335554164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889524055749033e-04
   216,  6.0788e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001419651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889524389968800e-04
   217,  6.0788e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5838017303687685e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889524078477206e-04
   218,  6.0788e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346596386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889523935184803e-04
   219,  6.0790e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258881451113611e-01,  2.1747557369549742e-01,  1.2685697664889391e-02,  2.6889524215936066e-04
   220,  6.0790e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747567369549742e-01,  1.2685697664889391e-02,  2.6889524469207124e-04
   221,  6.0791e+02,  1.2365463099813044e-01, -1.1335564164275805e-01,  1.8001409651588413e-01,  1.5837917303687686e-02,  1.4346586386392862e-01,  1.0258871451113610e-01,  2.1747557369549742e-01,  1.2685797664889390e-02,  2.6889524049034878e-04
   222,  6.1499e+02,  1.2365462365486650e-01, -1.1335252350910374e-01,  1.8002117446512217e-01,  1.5831550751672609e-02,  1.4346663783104274e-01,  1.0258831823320234e-01,  2.1746591921056180e-01,  1.2680136600519131e-02,  2.6889949045167321e-04
   223,  6.2263e+02,  1.2365466213859735e-01, -1.1335482215906452e-01,  1.8001584282932109e-01,  1.5836293929856287e-02,  1.4346612462904748e-01,  1.0258866062682608e-01,  2.1747319739257021e-01,  1.2684282553710253e-02,  2.6889958574307130e-04
   224,  6.3030e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889522761729676e-04
   225,  6.4618e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889522761729676e-04
   226,  6.4618e+02,  1.2365474123832818e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889522761788472e-04
   227,  6.4618e+02,  1.2365464123832817e-01, -1.1335533333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889962329383431e-04
   228,  6.4618e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001463035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889523205542165e-04
   229,  6.4621e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837609673106649e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889522897477421e-04
   230,  6.4621e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346603507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889522754771250e-04
   231,  6.4621e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258880406557266e-01,  2.1747498294642265e-01,  1.2685340148663201e-02,  2.6889962501550004e-04
   232,  6.4623e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747508294642265e-01,  1.2685340148663201e-02,  2.6889523289169725e-04
   233,  6.4623e+02,  1.2365464123832817e-01, -1.1335543333725988e-01,  1.8001453035630816e-01,  1.5837509673106650e-02,  1.4346593507262159e-01,  1.0258870406557266e-01,  2.1747498294642265e-01,  1.2685440148663201e-02,  2.6889522864279524e-04
   234,  6.5346e+02,  1.2365464138196119e-01, -1.1335676449579436e-01,  1.8001452473680624e-01,  1.5837519875969076e-02,  1.4346593518058731e-01,  1.0258738230096562e-01,  2.1747496863120788e-01,  1.2685347081658511e-02,  2.6889565139520314e-04
   235,  6.6054e+02,  1.2365464124737842e-01, -1.1335576526819843e-01,  1.8001453000787510e-01,  1.5837510278740988e-02,  1.4346593508347552e-01,  1.0258837272760059e-01,  2.1747498197884185e-01,  1.2685340554296359e-02,  2.6889525538079627e-04
   236,  6.6750e+02,  1.2365464123892222e-01, -1.1335551626180486e-01,  1.8001453034209505e-01,  1.5837509702769169e-02,  1.4346593507432090e-01,  1.0258862117226790e-01,  2.1747498287401479e-01,  1.2685340167068746e-02,  2.6889522954453947e-04
   237,  6.7438e+02,  1.2365464123837257e-01, -1.1335545406468443e-01,  1.8001453035742429e-01,  1.5837509672910376e-02,  1.4346593507298294e-01,  1.0258868333852536e-01,  2.1747498293901732e-01,  1.2685340148076618e-02,  2.6889522778511201e-04
   238,  6.8156e+02,  1.2365464123833277e-01, -1.1335543851888286e-01,  1.8001453035688084e-01,  1.5837509672581795e-02,  1.4346593507270797e-01,  1.0258869888357755e-01,  2.1747498294524151e-01,  1.2685340148192304e-02,  2.6889522764645649e-04
   239,  6.8839e+02,  1.2365464123832891e-01, -1.1335543463265103e-01,  1.8001453035646969e-01,  1.5837509672945699e-02,  1.4346593507264294e-01,  1.0258870277005930e-01,  2.1747498294616927e-01,  1.2685340148525211e-02,  2.6889522763851216e-04
